,date,smp_max,smp_min,smp_mean,temp,max_temp,min_temp,ws,prec,humid,angry,body_temp,tour,supply,pc1,pc2,period,kpi,population
145,2018-06-26,149.9,126.02,141.39,25.2,31.8,23.1,5.0,0.0,0.8959999999999999,75.9,25.2,41451,77.04,-20.050442464189565,0.5933732205606695,summer,105.03666666666666,664404.0
146,2018-06-27,150.95,126.45,142.24,24.5,28.8,23.0,5.1,0.3,0.9309999999999999,75.3,24.5,38419,74.48,-18.934416893004215,0.8572079854890574,summer,105.02733333333333,664439.0
147,2018-06-28,151.13,125.29,139.11,23.7,28.3,22.1,4.4,1.7,0.945,74.1,23.8,39680,74.48,-17.337456962239617,0.7539141701744129,summer,105.018,664474.0
148,2018-06-29,170.55,126.22,138.47,23.7,28.3,21.6,3.3,1.4,0.937,73.9,23.7,35345,73.4,-17.141313158762987,0.6998126455952066,summer,105.00866666666666,664509.0
149,2018-06-30,186.8,87.17,135.26,23.3,26.0,20.5,2.7,3.6,0.9590000000000001,73.6,23.3,33912,66.93,-16.534643017258837,0.8781106155430025,summer,104.99933333333333,664544.0
150,2018-07-01,189.6,124.2,153.22,25.5,30.0,22.7,4.1,0.2,0.9259999999999999,77.0,25.5,31614,68.48,-21.139561345103694,1.0218277053695388,summer,104.99,664579.0
151,2018-07-02,181.67,122.39,148.69,26.2,31.2,23.7,3.9,0.0,0.897,77.9,26.2,28653,74.89,-22.472998210501395,0.9507396703621971,summer,105.0116129032258,664609.0
152,2018-07-03,149.19,130.93,143.05,24.4,27.1,22.2,5.8,0.2,0.912,75.0,24.4,27514,69.55,-18.619690886968915,0.7572224305352239,summer,105.03322580645161,664640.0
153,2018-07-04,148.23,123.28,142.34,25.7,29.8,22.9,2.7,0.0,0.8640000000000001,76.6,25.7,37169,75.19,-21.04430904313312,0.579309715540376,summer,105.05483870967741,664670.0
154,2018-07-05,157.89,69.48,132.74,24.3,27.5,22.6,2.0,0.0,0.925,75.1,24.4,40192,74.46,-18.64604954721848,0.8398362201079637,summer,105.07645161290323,664700.0
155,2018-07-06,153.99,67.72,139.86,22.7,24.4,21.1,3.4,1.0,0.9620000000000001,72.6,22.7,39322,71.7,-15.226050432279978,0.7921885656094537,summer,105.09806451612903,664730.0
156,2018-07-07,181.92,68.51,145.15,21.5,25.8,19.8,4.2,0.0,0.87,69.7,21.4,39716,63.2,-11.905428439016797,0.1165005713473581,summer,105.11967741935483,664761.0
157,2018-07-08,153.47,59.88,130.17,21.2,24.9,19.4,3.6,0.0,0.929,69.7,21.2,39727,63.0,-11.664687244216355,0.32038780088084673,summer,105.14129032258064,664791.0
158,2018-07-09,161.81,56.97,132.78,24.3,28.3,21.0,2.8,0.0,0.93,74.9,24.3,40854,73.64,-18.449905743741855,0.785734695528756,summer,105.16290322580645,664821.0
159,2018-07-10,172.55,131.08,153.14,26.5,32.2,22.8,4.0,0.0,0.8590000000000001,77.9,26.6,38815,78.7,-22.816145286638644,0.5980598500924043,summer,105.18451612903225,664851.0
160,2018-07-11,175.15,127.66,153.37,27.5,34.3,23.4,3.5,0.0,0.856,79.4,27.5,41407,82.91,-24.825145935261478,0.7085780453936635,summer,105.20612903225806,664882.0
161,2018-07-12,195.16,138.39,157.29,26.8,29.9,24.8,2.7,0.0,0.909,79.0,26.8,41813,83.64,-23.854061226884372,1.100910630269428,summer,105.22774193548386,664912.0
162,2018-07-13,162.81,146.84,154.04,26.3,29.1,23.0,2.6,0.0,0.92,78.4,26.3,40774,82.69,-22.932665079344925,1.1792230452634014,summer,105.24935483870968,664942.0
163,2018-07-14,187.16,138.4,157.14,26.2,29.5,21.9,2.1,0.0,0.894,77.8,26.2,42413,78.97,-22.400527779097274,0.8864907603885085,summer,105.27096774193548,664972.0
164,2018-07-15,180.81,124.78,148.33,26.2,29.6,22.0,2.0,0.0,0.893,77.9,26.2,42192,78.25,-22.472998210501395,0.9507396703621971,summer,105.29258064516128,665003.0
165,2018-07-16,173.55,126.72,154.81,26.6,29.8,22.7,2.1,0.0,0.8740000000000001,78.3,26.6,41801,85.44,-23.15213878340965,0.8366906103880662,summer,105.3141935483871,665033.0
166,2018-07-17,187.65,134.21,159.18,27.1,30.0,23.3,2.1,0.0,0.8690000000000001,79.0,27.0,39118,85.99,-24.09480242168481,0.897023400735938,summer,105.3358064516129,665063.0
167,2018-07-18,196.0,122.9,155.71,27.2,30.4,23.5,1.8,0.0,0.8290000000000001,78.7,27.2,39322,85.51,-24.025908779963817,0.5371192004795247,summer,105.35741935483871,665093.0
168,2018-07-19,192.66,137.96,158.08,27.4,33.1,22.9,2.0,0.0,0.757,78.1,27.4,38874,86.7,-23.785715615185,-0.03389660929700755,summer,105.37903225806451,665124.0
169,2018-07-20,237.49,138.49,164.65,28.2,32.0,24.1,2.2,0.0,0.715,78.8,28.2,38461,88.53,-25.071526329597415,-0.3262436392189361,summer,105.40064516129031,665154.0
170,2018-07-21,188.67,137.9,156.28,29.2,33.8,25.8,3.4,0.0,0.782,81.2,29.2,41497,84.71,-27.78396380152571,0.2881184504773334,summer,105.42225806451613,665184.0
171,2018-07-22,188.06,137.65,153.98,28.7,30.6,26.6,5.4,0.0,0.8370000000000001,81.3,28.7,39383,79.81,-27.36986067381508,0.816173235287081,summer,105.44387096774193,665214.0
172,2018-07-23,194.48,138.01,164.75,28.5,33.3,26.4,3.4,0.0,0.8490000000000001,81.1,28.6,36935,90.07,-27.08149332802935,0.7988014699059857,summer,105.46548387096774,665245.0
173,2018-07-24,191.64,138.41,160.71,28.0,31.1,26.0,3.2,0.0,0.879,80.8,28.0,36236,89.97,-26.326305534033853,1.1442569101891582,summer,105.48709677419355,665275.0
174,2018-07-25,193.35,138.39,158.57,28.1,31.5,25.0,2.8,0.0,0.872,80.8,28.1,40662,92.74,-26.42362024585681,1.0514957352219485,summer,105.50870967741935,665305.0
175,2018-07-26,193.89,141.27,160.8,27.9,31.3,24.4,2.1,0.0,0.884,80.7,27.9,42095,92.05,-26.156520390806797,1.172769175182701,summer,105.53032258064516,665335.0
176,2018-07-27,190.02,138.48,161.61,28.5,33.0,24.5,2.5,0.0,0.8340000000000001,80.9,28.5,46536,93.11,-26.885349524552726,0.7446999453267821,summer,105.55193548387096,665366.0
177,2018-07-28,193.6,137.79,155.69,28.6,33.0,26.2,3.0,0.0,0.853,81.3,28.6,50225,88.82,-27.272545961992137,0.908934410254295,summer,105.57354838709676,665396.0
178,2018-07-29,195.26,136.9,154.16,28.7,33.8,25.6,3.0,0.0,0.851,81.4,28.7,50172,86.99,-27.442331105219207,0.8804221452607722,summer,105.59516129032258,665426.0
179,2018-07-30,183.46,130.52,157.47,28.6,31.3,25.7,3.6,0.0,0.812,80.7,28.6,47541,88.39,-26.837723373567435,0.5234409504121982,summer,105.61677419354838,665456.0
180,2018-07-31,189.61,138.33,161.64,28.8,32.4,26.5,3.8,0.0,0.759,80.3,28.8,46898,89.98,-26.742471071596867,0.08092296058303305,summer,105.6383870967742,665487.0
181,2018-08-01,191.07,141.6,162.28,29.0,32.3,26.3,3.9,0.0,0.777,81.0,29.0,49316,92.4,-27.44439351507158,0.3451429804643917,summer,105.66,665517.0
182,2018-08-02,192.35,141.75,162.43,29.6,35.1,26.5,4.0,0.0,0.79,82.0,29.6,49065,92.27,-28.752986100050443,0.4310650303979383,summer,105.69354838709677,665537.0
183,2018-08-03,189.78,141.77,161.79,28.4,33.4,26.1,4.5,0.2,0.863,81.2,28.4,45017,89.04,-27.00544610694212,1.0302078502150473,summer,105.72709677419354,665558.0
184,2018-08-04,195.55,142.01,162.27,28.6,31.6,26.5,2.9,0.0,0.892,81.9,28.6,45253,88.3,-27.707368550416845,1.2944278700964031,summer,105.76064516129031,665578.0
185,2018-08-05,188.12,141.66,157.76,28.7,33.5,24.3,2.3,0.0,0.858,81.6,28.8,45892,87.44,-27.638474908695837,0.9345236698399786,summer,105.7941935483871,665599.0
186,2018-08-06,182.5,140.03,166.06,29.1,34.1,26.5,2.9,0.0,0.8340000000000001,81.9,29.1,44677,94.94,-28.193942109531587,0.8306219952603332,summer,105.82774193548387,665619.0
187,2018-08-07,194.44,141.77,159.01,28.8,31.5,26.2,2.5,0.0,0.8170000000000001,81.2,28.8,41263,94.05,-27.394704954233926,0.6591631503461899,summer,105.86129032258064,665640.0
188,2018-08-08,192.27,141.81,166.09,28.9,32.0,25.5,2.6,0.0,0.767,80.6,28.9,42774,93.7,-27.057197077632157,0.18090851553686738,summer,105.89483870967742,665660.0
189,2018-08-09,183.46,141.77,166.85,28.9,33.2,26.8,2.7,0.0,0.856,81.9,28.9,42487,93.81,-27.999312685885688,1.0161443451947614,summer,105.92838709677419,665681.0
190,2018-08-10,195.84,141.77,163.26,29.0,34.0,25.1,2.3,0.0,0.845,81.9,29.0,44152,94.18,-28.096627397708637,0.9233831702275452,summer,105.96193548387096,665701.0
191,2018-08-11,195.58,141.87,159.61,28.8,32.3,25.9,3.3,0.0,0.84,81.4,28.8,47966,86.47,-27.53964581704216,0.7876609702935582,summer,105.99548387096775,665722.0
192,2018-08-12,172.46,141.67,156.64,29.3,32.6,26.1,4.2,0.4,0.8440000000000001,82.3,29.2,45674,85.67,-28.627250318125554,0.9764915805887866,summer,106.02903225806452,665742.0
193,2018-08-13,190.77,136.36,166.37,29.6,33.8,27.1,4.5,0.0,0.826,82.5,29.6,42037,94.15,-29.11533825707103,0.7523095802663552,summer,106.06258064516129,665762.0
194,2018-08-14,193.17,141.77,164.43,30.1,34.4,26.0,3.0,0.0,0.7190000000000001,81.6,30.1,42044,94.66,-28.949677933548717,-0.28973648433286897,summer,106.09612903225806,665783.0
195,2018-08-15,194.22,141.68,163.58,29.6,34.4,26.4,3.3,0.1,0.794,82.0,29.6,44902,90.4,-28.752986100050443,0.4310650303979383,summer,106.12967741935483,665803.0
196,2018-08-16,195.4,141.45,159.37,27.3,28.8,24.9,5.2,0.4,0.9109999999999999,80.0,27.3,40608,85.75,-25.065339100040283,1.2795938551701944,summer,106.1632258064516,665824.0
197,2018-08-17,195.1,141.81,159.15,26.7,30.3,24.6,5.7,0.2,0.7909999999999999,77.4,26.6,40332,76.87,-22.54601667192715,0.2400855410258621,summer,106.19677419354839,665844.0
198,2018-08-18,180.96,142.06,157.84,26.5,32.4,23.1,3.5,0.0,0.745,76.5,26.5,41923,75.66,-21.750356306312597,-0.22702859417101587,summer,106.23032258064516,665865.0
199,2018-08-19,188.58,141.97,150.05,27.0,32.2,23.2,2.7,0.0,0.768,77.6,27.0,43756,78.31,-23.034104610872625,0.01590354070342615,summer,106.26387096774194,665885.0
200,2018-08-20,193.76,140.67,160.14,28.0,31.8,25.6,3.6,0.0,0.8009999999999999,79.6,28.0,43564,85.18,-25.456660357184447,0.3732699905049531,summer,106.29741935483871,665906.0
201,2018-08-21,178.02,139.98,156.51,27.5,30.7,22.6,2.8,0.0,0.78,78.5,27.5,38700,85.92,-24.17291205262442,0.1303378556305068,summer,106.33096774193548,665926.0
202,2018-08-22,180.84,140.76,151.56,28.1,33.0,25.0,6.5,0.9,0.812,80.0,28.2,21715,84.2,-25.895059735292275,0.4631081600643309,summer,106.36451612903225,665946.0
203,2018-08-23,186.53,133.68,154.32,25.1,28.5,22.8,12.8,5.8,0.948,76.6,25.1,35642,71.37,-20.46042077219543,1.1358767653436577,summer,106.39806451612904,665967.0
204,2018-08-24,182.2,136.66,161.45,25.6,29.6,22.7,5.7,0.0,0.915,77.0,25.6,42676,78.36,-21.236876056926647,0.929066530402325,summer,106.43161290322581,665987.0
205,2018-08-25,152.62,140.98,146.93,25.8,30.5,22.3,1.9,0.1,0.9229999999999999,77.4,25.8,44539,77.62,-21.721387206189014,1.0005398203626352,summer,106.46516129032258,666008.0
206,2018-08-26,181.71,140.6,152.21,27.0,31.6,24.8,3.2,0.1,0.9129999999999999,79.4,27.0,42637,77.68,-24.33857237614674,1.172383920229734,summer,106.49870967741936,666028.0
207,2018-08-27,174.47,140.21,158.96,27.1,31.2,24.5,3.5,0.0,0.909,79.6,27.1,43772,86.16,-24.580827950777916,1.208120565209884,summer,106.53225806451613,666049.0
208,2018-08-28,188.05,137.36,160.68,27.2,30.0,25.3,3.1,0.0,0.9009999999999999,79.6,27.2,42041,85.52,-24.678142662600862,1.11535939024267,summer,106.5658064516129,666069.0
209,2018-08-29,182.67,133.71,160.84,27.2,33.5,23.6,2.8,0.0,0.89,79.3,27.2,41803,85.31,-24.46073136838851,0.9226126603216215,summer,106.59935483870969,666090.0
210,2018-08-30,174.29,134.14,159.08,27.6,34.4,25.2,3.6,0.0,0.885,79.9,27.6,39464,87.98,-25.28481280410502,0.9370614202948735,summer,106.63290322580646,666110.0
211,2018-08-31,173.88,130.84,157.16,27.8,33.0,25.6,4.0,0.0,0.8640000000000001,80.1,27.8,39581,87.9,-25.62438309055914,0.880036890307804,summer,106.66645161290323,666131.0
212,2018-09-01,191.98,138.09,159.37,25.4,29.7,22.2,3.0,2.8,0.937,77.0,25.4,41270,77.7,-21.042246633280747,1.1145888803367543,summer,106.7,666151.0
213,2018-09-02,192.16,144.57,160.98,25.1,28.2,22.6,2.6,0.1,0.932,76.5,25.2,39400,75.6,-20.439153281459717,0.9972315600018253,summer,106.69633333333334,666169.0
214,2018-09-03,184.94,146.21,164.31,26.4,30.7,24.3,3.3,0.0,0.9209999999999999,78.4,26.4,39819,80.97,-23.029979791167875,1.0864618702961901,summer,106.69266666666667,666187.0
215,2018-09-04,197.9,144.31,167.35,25.9,31.2,22.7,4.8,0.6,0.821,76.5,25.9,36212,77.07,-21.166468035374905,0.32953845563226714,summer,106.68900000000001,666204.0
216,2018-09-05,182.72,142.5,165.95,25.3,30.3,21.3,3.1,0.0,0.7490000000000001,74.6,25.3,39231,76.07,-19.205641567758978,-0.33462378406444176,summer,106.68533333333333,666222.0
217,2018-09-06,183.49,145.52,163.21,24.8,28.4,20.7,1.8,0.0,0.77,74.3,24.8,42950,74.66,-18.50165671443189,-0.06356463914941983,summer,106.68166666666667,666240.0
218,2018-09-07,187.05,143.98,160.74,23.2,26.7,20.1,2.7,0.7,0.877,72.7,23.2,42618,72.23,-15.785094422798839,0.39263160074707176,summer,106.678,666258.0
219,2018-09-08,182.17,146.63,163.1,21.7,24.5,19.2,2.5,0.0,0.691,68.8,21.8,43067,64.52,-11.55022986136244,-0.7960545590865349,summer,106.67433333333334,666276.0
220,2018-09-09,192.99,134.33,160.6,22.3,27.4,17.1,3.0,0.0,0.662,69.3,22.3,38823,64.55,-12.445267348652314,-0.9569807636532455,summer,106.67066666666668,666294.0
221,2018-09-10,181.2,142.27,164.46,22.9,26.9,19.6,3.7,0.0,0.6709999999999999,70.3,22.9,40950,66.27,-13.753859933631176,-0.8710587137196922,summer,106.667,666312.0
222,2018-09-11,159.39,136.48,153.44,22.6,26.1,20.4,4.5,0.0,0.745,70.6,22.6,39651,67.07,-13.679327092374683,-0.4000284588970056,summer,106.66333333333334,666329.0
223,2018-09-12,161.79,140.2,154.31,23.3,26.8,21.0,3.3,1.4,0.884,72.9,23.3,39952,70.07,-16.027349997430022,0.4283682457272254,summer,106.65966666666667,666347.0
224,2018-09-13,182.81,88.82,159.42,23.5,25.0,21.6,3.4,6.3,0.966,73.9,23.5,41343,69.73,-16.946683735117094,0.8853349955296332,summer,106.656,666365.0
225,2018-09-14,164.46,88.86,152.8,24.8,27.7,23.1,3.3,0.1,0.9309999999999999,75.9,24.8,40935,73.81,-19.66118361689777,0.9644179204295222,summer,106.65233333333333,666383.0
226,2018-09-15,202.18,146.58,156.98,24.9,28.8,22.2,2.6,0.0,0.9009999999999999,75.7,24.9,39146,71.67,-19.613557465912482,0.7431589255149398,summer,106.64866666666667,666401.0
227,2018-09-16,192.15,59.25,149.37,24.9,28.1,21.6,1.9,0.0,0.8590000000000001,75.3,24.9,33925,70.28,-19.323675740296004,0.4861632856201998,summer,106.64500000000001,666418.0
228,2018-09-17,165.94,57.35,142.54,23.7,27.2,20.7,1.9,0.2,0.889,73.7,23.8,36923,71.83,-17.047575236623157,0.4969185302796844,summer,106.64133333333334,666436.0
229,2018-09-18,175.98,136.16,161.28,24.4,28.2,20.4,2.2,0.0,0.772,73.6,24.4,29944,71.48,-17.605104847311267,-0.1422623090963497,summer,106.63766666666668,666454.0
230,2018-09-19,202.38,148.84,164.38,23.1,26.7,20.0,2.0,0.0,0.733,71.1,23.0,29455,69.06,-14.477049867841606,-0.46819348849650416,summer,106.634,666472.0
231,2018-09-20,202.36,148.84,168.13,25.0,28.5,21.5,3.2,0.6,0.943,76.4,25.0,37432,75.67,-20.21816519756425,1.1001401203635124,summer,106.63033333333334,666490.0
232,2018-09-21,173.15,154.78,163.15,24.5,28.0,21.9,3.8,0.5,0.9079999999999999,75.2,24.5,44129,75.01,-18.8619464616001,0.7929590755153776,summer,106.62666666666667,666508.0
233,2018-09-22,202.69,155.17,168.32,23.8,27.8,20.1,2.4,0.0,0.773,72.6,23.8,49966,67.86,-16.296512262332406,-0.22818435902990186,summer,106.623,666526.0
234,2018-09-23,181.03,148.72,166.88,23.6,28.5,19.1,2.1,0.0,0.728,72.0,23.6,47760,64.43,-15.66706025026181,-0.42815546893757267,summer,106.61933333333333,666543.0
235,2018-09-24,202.45,148.72,159.74,21.4,24.1,17.1,2.9,0.0,0.652,68.1,21.4,42066,55.95,-10.699789765396368,-0.8931171086325229,summer,106.61566666666667,666561.0
236,2018-09-25,203.75,148.72,163.38,20.5,24.0,15.8,4.0,0.0,0.618,66.5,20.5,43123,59.69,-8.664430456523961,-1.086249093506531,summer,106.61200000000001,666579.0
237,2018-09-26,181.36,148.72,165.43,22.1,25.5,19.4,5.2,0.0,0.706,69.6,22.1,44378,62.48,-12.468049219218768,-0.5787116837977705,summer,106.60833333333333,666597.0
238,2018-09-27,174.3,156.65,164.26,21.3,24.3,18.6,4.1,0.0,0.696,68.2,21.3,39342,64.55,-10.674945484977545,-0.7361070236916215,summer,106.60466666666667,666615.0
239,2018-09-28,197.92,148.84,172.56,22.0,25.1,19.3,3.8,0.0,0.731,69.6,22.1,36891,65.37,-12.42193744806422,-0.5603468041987107,summer,106.601,666632.0
240,2018-09-29,198.46,148.66,169.26,20.3,22.9,17.0,4.8,0.4,0.8540000000000001,67.7,20.3,38266,62.83,-9.339446209727473,-0.1297398238878996,summer,106.59733333333334,666650.0
241,2018-09-30,200.6,148.72,162.18,21.6,28.0,18.5,6.7,0.0,0.69,68.6,21.5,38467,61.44,-11.205568405394454,-0.6829986133303818,summer,106.59366666666666,666668.0
242,2018-10-01,177.51,145.83,162.93,20.1,23.4,15.1,5.9,0.0,0.583,65.8,20.0,35866,63.94,-7.7166756487349435,-1.0905504680853086,cs,106.59,666686.0
243,2018-10-02,179.15,145.83,160.02,19.9,23.5,14.7,3.5,0.0,0.639,65.7,19.8,36014,64.02,-7.449575793684933,-0.9692770281245592,cs,106.55387096774194,666698.0
244,2018-10-03,195.92,144.98,156.42,18.8,23.2,14.3,3.0,0.0,0.642,64.2,18.8,36422,62.83,-5.343260433239143,-0.9870340484586134,cs,106.51774193548387,666710.0
245,2018-10-04,155.12,144.99,149.29,20.3,23.4,16.7,3.9,0.3,0.802,67.4,20.3,31629,64.79,-9.122034915515123,-0.322486553808948,cs,106.48161290322581,666723.0
246,2018-10-05,184.71,146.21,156.58,21.7,24.1,20.0,6.9,7.2,0.9740000000000001,70.9,21.7,17415,66.22,-13.020905980180505,0.6275688457289793,cs,106.44548387096775,666735.0
247,2018-10-06,185.08,145.8,156.5,21.8,24.6,19.0,8.2,1.1,0.897,70.5,21.7,27387,61.61,-12.77713602571858,0.35220832623518333,cs,106.40935483870967,666747.0
248,2018-10-07,201.46,146.03,151.21,20.4,24.5,16.9,3.8,0.0,0.735,67.1,20.4,43037,60.22,-9.001938333125711,-0.6079944586972176,cs,106.37322580645161,666759.0
249,2018-10-08,185.02,145.6,156.0,18.9,23.8,15.1,3.1,0.0,0.623,64.2,18.8,37762,63.3,-5.389372204393689,-1.0053989280576736,cs,106.33709677419355,666771.0
250,2018-10-09,186.79,145.86,156.04,19.7,22.2,15.7,2.1,0.0,0.715,66.0,19.8,37851,63.08,-7.5747635455881905,-0.7398005390053901,cs,106.30096774193548,666784.0
251,2018-10-10,186.37,146.26,155.69,18.2,21.6,14.7,3.7,0.0,0.701,63.7,18.0,43957,63.75,-4.294614123944062,-0.602918957787439,cs,106.26483870967742,666796.0
252,2018-10-11,183.1,145.68,163.67,15.7,19.6,11.7,3.5,0.0,0.611,59.6,15.3,42762,63.92,1.2119472405352603,-0.769302301791808,cs,106.22870967741936,666808.0
253,2018-10-12,182.72,145.83,163.03,14.9,19.6,10.2,3.3,0.0,0.611,58.6,14.5,44520,63.89,2.71516924916002,-0.6697020017909309,cs,106.19258064516129,666820.0
254,2018-10-13,153.3,145.78,147.91,15.3,19.9,9.6,2.6,0.0,0.63,59.1,15.0,46766,62.78,1.9123553041792383,-0.7938984471595227,cs,106.15645161290323,666832.0
255,2018-10-14,201.46,145.25,152.53,17.3,20.6,13.2,2.7,0.0,0.737,62.4,17.2,44048,62.41,-2.527869049952401,-0.6777005081085544,cs,106.12032258064517,666845.0
256,2018-10-15,191.45,145.81,159.02,18.5,22.6,14.6,2.8,0.0,0.693,64.0,18.4,44393,64.62,-4.855172494293657,-0.7628520481361853,cs,106.08419354838709,666857.0
257,2018-10-16,173.94,145.14,158.66,16.1,19.6,12.2,2.7,0.1,0.7,60.3,15.8,45031,65.52,0.26419243274624626,-0.765000927213036,cs,106.04806451612903,666869.0
258,2018-10-17,180.46,145.86,164.75,16.7,21.2,13.2,3.2,0.0,0.65,61.1,16.5,44672,64.91,-0.9506622300927857,-0.8819729925950017,cs,106.01193548387097,666881.0
259,2018-10-18,182.92,145.83,165.93,16.0,20.0,10.0,4.2,0.0,0.598,60.1,15.6,44202,65.57,0.557650948045829,-0.7263412768250319,cs,105.97580645161291,666893.0
260,2018-10-19,180.63,145.83,163.96,15.5,19.8,9.3,3.1,0.0,0.613,59.3,15.2,45424,64.94,1.5727850177251106,-0.8509229771465858,cs,105.93967741935484,666905.0
261,2018-10-20,186.22,145.25,158.1,16.0,20.4,11.8,2.8,0.0,0.622,60.0,15.8,44811,63.03,0.5277154981131432,-0.939382777535024,cs,105.90354838709678,666918.0
262,2018-10-21,182.81,145.15,159.32,16.8,21.0,11.7,2.7,0.0,0.644,61.4,16.8,42038,61.18,-1.3677941174648887,-0.9307800283774744,cs,105.86741935483872,666930.0
263,2018-10-22,196.46,145.73,163.55,17.0,20.5,12.3,1.9,0.0,0.74,61.9,17.0,43916,65.5,-1.924775698131371,-0.7950578284434842,cs,105.83129032258064,666942.0
264,2018-10-23,201.17,144.86,162.86,18.4,22.4,14.2,2.4,0.0,0.736,63.9,18.4,42215,64.52,-4.736590291734993,-0.8087360785108081,cs,105.79516129032258,666954.0
265,2018-10-24,175.53,145.42,162.01,16.5,20.7,12.0,3.1,0.0,0.66,60.9,16.3,43227,64.4,-0.611091943638653,-0.8249484626079431,cs,105.75903225806452,666966.0
266,2018-10-25,173.0,145.83,160.86,16.9,22.5,10.7,2.8,0.0,0.6920000000000001,61.4,16.6,41964,64.21,-1.3115000072826313,-0.8003523172402285,cs,105.72290322580645,666979.0
267,2018-10-26,200.68,145.65,164.69,18.3,21.3,15.8,4.3,0.1,0.787,64.1,18.0,43712,64.43,-4.630607620715072,-0.3642881974917706,cs,105.68677419354839,666991.0
268,2018-10-27,174.85,145.56,160.75,15.1,17.5,12.3,6.8,0.0,0.529,58.9,14.0,44703,62.45,2.6615491159805864,-0.14170355422723577,cs,105.65064516129033,667003.0
269,2018-10-28,201.49,145.69,159.61,16.4,20.6,8.0,5.5,0.0,0.5660000000000001,60.5,15.9,41281,61.19,-0.0702866841940306,-0.7659940414310015,cs,105.61451612903225,667015.0
270,2018-10-29,195.83,145.83,162.77,17.3,22.1,9.5,3.8,0.0,0.59,61.9,17.1,40996,64.8,-2.114313952263413,-0.9245487626088207,cs,105.5783870967742,667027.0
271,2018-10-30,187.53,145.83,155.85,14.2,18.1,9.7,3.1,0.0,0.6509999999999999,57.6,13.8,38029,65.53,4.121076545961832,-0.6628628767572682,cs,105.54225806451613,667040.0
272,2018-10-31,201.43,146.24,157.79,13.2,16.8,9.0,3.2,0.0,0.622,56.1,12.6,41070,65.95,6.283686016589879,-0.5501921859540739,cs,105.50612903225806,667052.0
273,2018-11-01,203.85,154.32,168.74,12.9,17.4,9.1,3.7,0.0,0.617,55.7,12.1,40789,66.26,6.967917759011995,-0.3801117102108577,cs,105.47,667064.0
274,2018-11-02,171.9,142.44,161.82,14.1,19.6,9.7,2.8,0.0,0.603,57.4,13.7,42800,65.76,4.363332120593017,-0.6985995217374221,cs,105.45066666666666,667068.0
275,2018-11-03,177.65,141.48,163.33,15.0,19.3,9.6,2.6,0.0,0.631,58.9,14.8,44277,63.87,2.2980373617879186,-0.7185090375734037,cs,105.43133333333333,667072.0
276,2018-11-04,179.9,141.9,165.42,15.4,20.0,10.0,2.4,0.0,0.631,59.2,15.2,43453,62.7,1.6913672202837704,-0.8968070075212055,cs,105.412,667077.0
277,2018-11-05,205.86,145.81,168.12,15.2,20.1,10.4,2.7,0.0,0.66,59.0,14.9,41043,65.79,2.0821404474063057,-0.7653861821659935,cs,105.39266666666667,667081.0
278,2018-11-06,204.17,144.71,168.46,16.5,21.1,12.3,2.4,0.0,0.7290000000000001,61.1,16.4,37920,66.14,-0.8072357471152903,-0.7708469380287262,cs,105.37333333333333,667085.0
279,2018-11-07,193.55,149.94,161.39,17.8,21.4,14.7,2.7,0.1,0.831,63.4,17.7,38085,65.59,-3.7391469231083154,-0.4990172832077895,cs,105.354,667089.0
280,2018-11-08,187.11,149.94,160.19,18.2,21.5,13.9,4.8,1.0,0.888,64.4,17.9,39884,66.9,-4.7507042031044815,-0.07878029260349792,cs,105.33466666666666,667094.0
281,2018-11-09,180.57,149.94,163.48,14.8,18.2,10.0,4.5,0.0,0.7440000000000001,58.4,14.1,42176,66.77,3.1110336457964105,-0.4822497606666251,cs,105.31533333333333,667098.0
282,2018-11-10,185.79,149.58,166.77,13.7,18.8,8.2,2.5,0.0,0.705,56.7,13.3,43858,64.49,5.2598839877136285,-0.7772971916843497,cs,105.29599999999999,667102.0
283,2018-11-11,167.48,100.04,152.12,14.7,18.6,9.1,2.3,0.1,0.7859999999999999,58.3,14.4,37549,62.92,3.0760070263498704,-0.7513226771457098,cs,105.27666666666667,667106.0
284,2018-11-12,184.04,133.73,165.63,13.9,17.5,10.9,4.0,0.3,0.8109999999999999,57.2,13.1,38780,67.05,4.9077141697207525,-0.3439898102777452,cs,105.25733333333334,667111.0
285,2018-11-13,185.26,143.01,162.92,13.4,18.0,10.7,3.9,0.0,0.6809999999999999,56.4,12.6,34281,67.35,5.974051180068436,-0.39417521523114657,cs,105.238,667115.0
286,2018-11-14,190.0,147.26,164.99,13.4,18.6,10.3,3.1,0.0,0.706,56.4,12.8,38385,68.11,5.871645298731631,-0.5429678059674544,cs,105.21866666666666,667119.0
287,2018-11-15,182.36,141.48,159.4,15.5,20.0,9.6,2.5,0.0,0.669,59.5,15.3,40360,66.41,1.3766412142484719,-0.7968214525673716,cs,105.19933333333333,667123.0
288,2018-11-16,171.31,101.11,154.59,14.9,17.6,12.2,3.3,0.2,0.795,58.6,14.4,41760,67.26,2.766372189828422,-0.5953057064227776,cs,105.18,667128.0
289,2018-11-17,172.02,99.67,156.76,13.0,18.2,9.7,3.6,0.0,0.633,55.8,12.1,41658,66.29,6.849335556453336,-0.3342276798362387,cs,105.16066666666667,667132.0
290,2018-11-18,166.53,95.48,148.43,11.9,14.5,9.1,3.0,0.0,0.613,54.4,11.1,38834,66.14,8.883180485495007,-0.28773579019660606,cs,105.14133333333334,667136.0
